Location_ID,Latitude,Longitude,Depot_Flag,Demand_unit,Product_Type,Temp_Min,Temp_Max,Ripeness_Date,Expiration_Date,Packaging_Type,Contamination_Group,Handling_Notes,Urgency_Score,Time_Window_Start,Time_Window_End
L413,46.358522,-89.244253,FALSE,9,Meat,-2,0,06/06/2025,06/13/2025,Pallet,C,Keep Upright,0.15,08:00,12:00
L414,39.072305,-87.681211,FALSE,2,Meat,-2,0,06/05/2025,06/10/2025,Crate,A,None,0.14,12:00,17:00
L415,39.097398,-87.237118,FALSE,23,Fruit,4,8,06/07/2025,06/12/2025,Crate,B,None,0.44,08:00,12:00
L416,43.075279,-92.628045,FALSE,12,Herbs,5,10,06/06/2025,06/10/2025,Crate,C,None,0.06,17:00,20:00
L417,44.320242,-82.028031,FALSE,18,Dairy,0,4,06/07/2025,06/11/2025,Pallet,C,Keep Upright,0.97,08:00,12:00
L418,40.834521,-89.152503,FALSE,17,Dairy,0,4,06/07/2025,06/10/2025,Pallet,C,None,0.56,12:00,17:00
L419,47.413577,-87.245456,FALSE,4,Meat,-2,0,06/07/2025,06/09/2025,Crate,C,None,0.6,08:00,12:00
L420,40.546013,-89.725335,FALSE,23,Meat,-2,0,06/06/2025,06/09/2025,Box,A,None,0.23,12:00,17:00
L421,39.832606,-91.790365,FALSE,23,Leafy,1,7,06/05/2025,06/09/2025,Pallet,B,Keep Upright,0.16,08:00,12:00
L422,47.529613,-85.225056,FALSE,11,Meat,-2,0,06/06/2025,06/10/2025,Crate,A,Keep Upright,0.0,12:00,17:00
L423,45.686733,-94.078955,TRUE,18,Dairy,0,4,06/08/2025,06/10/2025,Crate,C,None,0.78,12:00,17:00
L424,47.713475,-84.59947,FALSE,24,Leafy,1,7,06/05/2025,06/11/2025,Crate,C,Fragile,0.31,12:00,17:00
L425,44.045366,-94.330055,FALSE,21,Dairy,0,4,06/05/2025,06/09/2025,Pallet,A,None,0.88,12:00,17:00
L426,40.029952,-86.181089,FALSE,4,Meat,-2,0,06/06/2025,06/10/2025,Crate,B,None,0.81,08:00,12:00
L427,41.928756,-83.368506,FALSE,3,Meat,-2,0,06/06/2025,06/09/2025,Box,B,Keep Upright,0.18,08:00,12:00
L428,47.116001,-85.542959,FALSE,14,Meat,-2,0,06/05/2025,06/10/2025,Crate,C,Keep Upright,0.71,12:00,17:00
L429,44.565044,-83.563505,FALSE,12,Herbs,5,10,06/05/2025,06/12/2025,Box,B,Fragile,0.03,17:00,20:00
L430,42.916272,-85.331281,TRUE,22,Leafy,1,7,06/05/2025,06/09/2025,Crate,A,Fragile,0.07,12:00,17:00
L431,43.38003,-94.969401,FALSE,21,Meat,-2,0,06/07/2025,06/09/2025,Box,A,Keep Upright,0.65,17:00,20:00
L432,43.763463,-91.136812,FALSE,2,Meat,-2,0,06/06/2025,06/13/2025,Pallet,B,Keep Upright,0.73,08:00,12:00
L433,41.76006,-91.329666,FALSE,14,Herbs,5,10,06/06/2025,06/13/2025,Box,B,None,0.94,08:00,12:00
L434,40.526235,-89.273112,FALSE,25,Herbs,5,10,06/08/2025,06/13/2025,Pallet,B,Keep Upright,0.01,17:00,20:00
L435,47.046604,-91.352248,FALSE,4,Leafy,1,7,06/07/2025,06/09/2025,Crate,C,Fragile,0.15,08:00,12:00
L436,46.591416,-89.190284,FALSE,22,Fruit,4,8,06/05/2025,06/12/2025,Box,B,Keep Upright,0.54,08:00,12:00
L437,43.348922,-91.826477,FALSE,7,Dairy,0,4,06/08/2025,06/12/2025,Box,B,None,0.79,17:00,20:00
L438,45.141354,-94.83016,FALSE,9,Leafy,1,7,06/07/2025,06/12/2025,Box,A,Fragile,0.86,12:00,17:00
L439,42.198017,-95.796907,TRUE,25,Dairy,0,4,06/05/2025,06/09/2025,Pallet,B,Fragile,0.55,17:00,20:00
L440,43.776334,-94.62362,FALSE,12,Fruit,4,8,06/05/2025,06/07/2025,Crate,B,Keep Upright,0.69,08:00,12:00
L441,49.290092,-90.631578,FALSE,10,Dairy,0,4,06/07/2025,06/13/2025,Box,A,Keep Upright,0.95,12:00,17:00
L442,46.652298,-89.564334,FALSE,1,Meat,-2,0,06/06/2025,06/12/2025,Pallet,B,None,0.06,08:00,12:00
L443,41.077229,-93.750908,FALSE,21,Leafy,1,7,06/07/2025,06/12/2025,Crate,C,None,0.4,12:00,17:00
L444,45.455219,-94.588304,FALSE,23,Leafy,1,7,06/06/2025,06/08/2025,Pallet,C,None,0.97,08:00,12:00
L445,44.506567,-93.516889,TRUE,21,Meat,-2,0,06/06/2025,06/13/2025,Crate,B,None,0.39,12:00,17:00
L446,42.918129,-94.552389,FALSE,24,Dairy,0,4,06/05/2025,06/10/2025,Pallet,B,None,0.01,12:00,17:00
L447,41.021929,-88.154551,FALSE,15,Fruit,4,8,06/07/2025,06/14/2025,Box,C,Keep Upright,0.39,08:00,12:00
L448,49.451844,-91.332738,FALSE,16,Fruit,4,8,06/07/2025,06/11/2025,Crate,C,None,0.4,08:00,12:00
L449,48.840153,-93.518664,FALSE,5,Meat,-2,0,06/06/2025,06/09/2025,Box,B,Keep Upright,0.91,17:00,20:00
L450,46.942567,-92.940165,FALSE,17,Leafy,1,7,06/07/2025,06/14/2025,Pallet,B,Keep Upright,0.01,17:00,20:00
L451,44.560336,-95.959851,TRUE,4,Dairy,0,4,06/07/2025,06/12/2025,Box,C,Fragile,0.83,08:00,12:00
L452,47.820985,-92.90277,FALSE,3,Herbs,5,10,06/05/2025,06/07/2025,Crate,A,None,0.34,08:00,12:00
L453,43.412006,-92.811871,FALSE,5,Fruit,4,8,06/05/2025,06/07/2025,Crate,A,Keep Upright,0.84,17:00,20:00
L454,43.871865,-95.346143,FALSE,7,Leafy,1,7,06/05/2025,06/12/2025,Pallet,C,None,0.72,17:00,20:00
L455,39.854249,-84.94135,FALSE,7,Meat,-2,0,06/07/2025,06/14/2025,Box,B,None,0.75,12:00,17:00
L456,41.338254,-87.496774,FALSE,14,Fruit,4,8,06/06/2025,06/10/2025,Pallet,B,Fragile,0.69,12:00,17:00
L457,45.166413,-82.187658,FALSE,18,Fruit,4,8,06/05/2025,06/09/2025,Pallet,C,None,0.1,08:00,12:00
L458,43.352069,-83.881431,FALSE,15,Meat,-2,0,06/07/2025,06/09/2025,Pallet,B,None,0.33,08:00,12:00
L459,40.313831,-84.808809,FALSE,22,Leafy,1,7,06/08/2025,06/14/2025,Crate,A,Keep Upright,0.85,17:00,20:00
L460,46.109624,-90.947163,FALSE,14,Meat,-2,0,06/07/2025,06/09/2025,Pallet,C,Keep Upright,0.95,08:00,12:00
L461,42.880923,-87.233444,FALSE,17,Dairy,0,4,06/07/2025,06/09/2025,Crate,B,Fragile,0.49,17:00,20:00
L462,40.166591,-88.156164,FALSE,14,Dairy,0,4,06/07/2025,06/11/2025,Crate,A,Keep Upright,0.08,12:00,17:00
L463,45.068394,-83.689985,FALSE,17,Herbs,5,10,06/07/2025,06/10/2025,Crate,B,Keep Upright,0.84,17:00,20:00
L464,40.414118,-94.815086,FALSE,2,Fruit,4,8,06/07/2025,06/12/2025,Pallet,B,Keep Upright,0.27,17:00,20:00
L465,45.013637,-93.378679,TRUE,16,Dairy,0,4,06/05/2025,06/11/2025,Box,A,Fragile,0.83,17:00,20:00
L466,43.869402,-94.127608,FALSE,23,Meat,-2,0,06/07/2025,06/10/2025,Box,B,None,0.52,12:00,17:00
L467,49.898676,-89.537951,FALSE,18,Dairy,0,4,06/06/2025,06/11/2025,Pallet,A,None,0.34,17:00,20:00
L468,48.134543,-86.013501,TRUE,15,Meat,-2,0,06/07/2025,06/10/2025,Pallet,B,Fragile,0.07,17:00,20:00
L469,42.977407,-93.821005,FALSE,12,Leafy,1,7,06/08/2025,06/14/2025,Crate,B,Fragile,0.15,12:00,17:00
L470,40.029401,-84.680597,FALSE,8,Dairy,0,4,06/05/2025,06/09/2025,Crate,A,Fragile,0.81,17:00,20:00
L471,39.361967,-85.991904,TRUE,16,Fruit,4,8,06/07/2025,06/10/2025,Pallet,B,Fragile,0.09,08:00,12:00
L472,42.798919,-87.981828,FALSE,13,Herbs,5,10,06/05/2025,06/11/2025,Pallet,C,Keep Upright,0.48,08:00,12:00
L473,46.695045,-93.328261,FALSE,12,Herbs,5,10,06/08/2025,06/14/2025,Crate,C,Fragile,0.0,17:00,20:00
L474,44.96064,-89.766427,FALSE,4,Dairy,0,4,06/06/2025,06/12/2025,Pallet,A,Fragile,0.22,08:00,12:00
L475,40.919092,-83.399435,FALSE,17,Herbs,5,10,06/06/2025,06/13/2025,Pallet,B,None,0.72,17:00,20:00
L476,48.206676,-95.133063,FALSE,11,Fruit,4,8,06/08/2025,06/12/2025,Crate,A,Keep Upright,0.31,08:00,12:00
L477,45.342265,-91.371672,FALSE,3,Dairy,0,4,06/06/2025,06/08/2025,Crate,A,None,0.12,08:00,12:00
L478,43.733017,-90.869593,FALSE,5,Herbs,5,10,06/07/2025,06/09/2025,Pallet,A,Fragile,0.85,17:00,20:00
L479,43.499549,-90.549158,FALSE,19,Herbs,5,10,06/05/2025,06/07/2025,Pallet,C,Keep Upright,0.37,17:00,20:00
L480,42.365259,-84.701944,FALSE,9,Dairy,0,4,06/07/2025,06/13/2025,Pallet,A,Fragile,0.45,08:00,12:00
L481,44.637632,-84.773382,FALSE,10,Leafy,1,7,06/05/2025,06/11/2025,Box,A,None,0.46,08:00,12:00
L482,40.637409,-93.056774,FALSE,16,Dairy,0,4,06/05/2025,06/08/2025,Pallet,A,Keep Upright,0.72,08:00,12:00
L483,49.69612,-90.862082,FALSE,13,Leafy,1,7,06/05/2025,06/07/2025,Crate,C,Keep Upright,0.69,17:00,20:00
L484,39.06658,-86.25786,FALSE,18,Leafy,1,7,06/08/2025,06/14/2025,Crate,B,None,0.93,12:00,17:00
L485,42.916433,-86.855632,TRUE,13,Leafy,1,7,06/05/2025,06/08/2025,Pallet,B,Fragile,0.9,08:00,12:00
L486,43.848141,-81.241696,FALSE,8,Herbs,5,10,06/08/2025,06/13/2025,Box,A,Fragile,0.86,08:00,12:00
L487,45.246891,-92.715786,FALSE,22,Dairy,0,4,06/08/2025,06/10/2025,Crate,C,Fragile,0.52,08:00,12:00
L488,40.96375,-83.217676,FALSE,5,Dairy,0,4,06/07/2025,06/11/2025,Box,A,Keep Upright,0.94,17:00,20:00
L489,46.07036,-94.12844,FALSE,11,Leafy,1,7,06/05/2025,06/12/2025,Pallet,B,Keep Upright,0.41,17:00,20:00
L490,42.088213,-89.139246,FALSE,25,Fruit,4,8,06/07/2025,06/13/2025,Box,A,Keep Upright,0.58,08:00,12:00
L491,44.990468,-87.558842,TRUE,20,Fruit,4,8,06/05/2025,06/11/2025,Crate,A,Fragile,0.37,08:00,12:00
L492,46.620933,-88.909263,FALSE,22,Leafy,1,7,06/06/2025,06/11/2025,Box,C,None,0.91,08:00,12:00
L493,45.799961,-96.588535,FALSE,6,Meat,-2,0,06/06/2025,06/11/2025,Crate,C,Keep Upright,0.62,12:00,17:00
L494,43.466798,-83.017732,FALSE,22,Herbs,5,10,06/06/2025,06/08/2025,Pallet,A,None,0.43,17:00,20:00
L495,39.088631,-87.565761,FALSE,25,Meat,-2,0,06/06/2025,06/10/2025,Crate,B,None,0.46,17:00,20:00
L496,39.553642,-92.391454,TRUE,2,Herbs,5,10,06/08/2025,06/12/2025,Crate,C,Fragile,0.29,17:00,20:00
L497,42.807605,-87.195703,FALSE,13,Meat,-2,0,06/06/2025,06/10/2025,Pallet,A,None,0.64,12:00,17:00
L498,48.501849,-93.109111,FALSE,19,Fruit,4,8,06/08/2025,06/14/2025,Crate,C,Keep Upright,0.59,12:00,17:00
L499,44.421488,-93.531523,FALSE,8,Dairy,0,4,06/08/2025,06/13/2025,Pallet,A,Keep Upright,0.37,12:00,17:00
L500,41.922657,-86.058949,TRUE,19,Meat,-2,0,06/07/2025,06/11/2025,Crate,B,Keep Upright,0.52,08:00,12:00
L501,38.824502,-90.546877,FALSE,4,Fruit,4,8,06/06/2025,06/13/2025,Box,B,Fragile,0.51,12:00,17:00
L502,47.543274,-93.95693,FALSE,21,Herbs,5,10,06/06/2025,06/08/2025,Box,B,None,0.76,12:00,17:00
L503,46.700134,-91.648323,FALSE,1,Dairy,0,4,06/06/2025,06/12/2025,Box,B,Keep Upright,0.73,12:00,17:00
L504,43.700983,-95.731,FALSE,23,Meat,-2,0,06/07/2025,06/14/2025,Crate,C,None,0.9,17:00,20:00
L505,45.638323,-87.055962,FALSE,8,Leafy,1,7,06/08/2025,06/13/2025,Crate,A,Keep Upright,0.98,08:00,12:00
L506,42.951466,-93.112547,FALSE,23,Meat,-2,0,06/08/2025,06/12/2025,Box,B,None,0.1,08:00,12:00
L507,44.584231,-90.983623,FALSE,14,Meat,-2,0,06/05/2025,06/09/2025,Crate,C,Keep Upright,0.77,12:00,17:00
L508,38.971642,-87.302805,FALSE,1,Fruit,4,8,06/08/2025,06/12/2025,Crate,B,None,0.69,17:00,20:00
L509,47.212931,-84.637523,TRUE,1,Meat,-2,0,06/06/2025,06/09/2025,Box,C,Fragile,0.97,12:00,17:00
L510,47.369873,-87.035205,FALSE,21,Herbs,5,10,06/06/2025,06/10/2025,Pallet,C,None,0.1,12:00,17:00
L511,42.012877,-91.389792,FALSE,11,Fruit,4,8,06/07/2025,06/11/2025,Pallet,A,None,0.99,17:00,20:00
L512,41.273095,-89.876229,FALSE,13,Herbs,5,10,06/06/2025,06/12/2025,Crate,B,Keep Upright,0.63,12:00,17:00
L513,39.840893,-87.412341,TRUE,25,Fruit,4,8,06/05/2025,06/08/2025,Box,B,None,0.78,17:00,20:00
L514,43.278998,-90.369426,FALSE,7,Fruit,4,8,06/07/2025,06/12/2025,Pallet,B,Fragile,0.12,17:00,20:00
L515,49.035531,-90.518734,FALSE,12,Herbs,5,10,06/05/2025,06/10/2025,Crate,A,None,0.26,12:00,17:00
L516,46.171182,-95.895498,FALSE,12,Herbs,5,10,06/05/2025,06/08/2025,Box,B,Fragile,0.81,08:00,12:00
L517,42.101321,-93.521453,FALSE,1,Fruit,4,8,06/05/2025,06/09/2025,Crate,C,None,0.68,08:00,12:00
L518,42.8043,-95.994583,FALSE,8,Leafy,1,7,06/08/2025,06/15/2025,Pallet,B,None,0.16,08:00,12:00
L519,44.677797,-85.649108,FALSE,20,Meat,-2,0,06/07/2025,06/11/2025,Crate,A,None,0.25,08:00,12:00
L520,42.028842,-87.636501,FALSE,15,Meat,-2,0,06/07/2025,06/14/2025,Box,B,None,0.25,12:00,17:00
L521,42.978352,-96.550015,FALSE,9,Dairy,0,4,06/07/2025,06/13/2025,Box,A,Fragile,0.68,12:00,17:00
L522,42.591593,-95.619778,FALSE,23,Dairy,0,4,06/07/2025,06/10/2025,Pallet,B,Keep Upright,0.45,08:00,12:00
L523,41.659136,-87.700848,FALSE,13,Dairy,0,4,06/06/2025,06/08/2025,Crate,C,Fragile,0.32,12:00,17:00
L524,43.789892,-93.22858,FALSE,25,Meat,-2,0,06/07/2025,06/09/2025,Pallet,C,None,0.51,12:00,17:00
L525,46.000726,-90.787407,FALSE,2,Meat,-2,0,06/05/2025,06/09/2025,Box,C,Fragile,0.32,12:00,17:00
L526,44.790883,-85.683939,FALSE,20,Fruit,4,8,06/05/2025,06/11/2025,Crate,B,Keep Upright,0.69,17:00,20:00
L527,40.664049,-89.672318,TRUE,2,Dairy,0,4,06/06/2025,06/08/2025,Box,B,Fragile,0.11,08:00,12:00
L528,48.495876,-92.450152,FALSE,15,Leafy,1,7,06/05/2025,06/08/2025,Box,B,Keep Upright,0.58,17:00,20:00
L529,45.480078,-95.606458,FALSE,16,Dairy,0,4,06/07/2025,06/13/2025,Pallet,B,Keep Upright,0.04,17:00,20:00
L530,47.674549,-87.96602,TRUE,5,Leafy,1,7,06/07/2025,06/11/2025,Crate,B,Keep Upright,0.1,08:00,12:00
L531,42.288791,-88.09423,FALSE,3,Fruit,4,8,06/06/2025,06/12/2025,Pallet,B,Keep Upright,0.57,12:00,17:00
L532,45.658386,-94.417489,FALSE,12,Dairy,0,4,06/06/2025,06/11/2025,Box,B,Keep Upright,0.88,12:00,17:00
L533,40.335648,-86.08475,FALSE,22,Dairy,0,4,06/06/2025,06/12/2025,Crate,C,None,0.94,17:00,20:00
L534,45.696085,-87.711324,FALSE,11,Leafy,1,7,06/05/2025,06/08/2025,Pallet,C,None,0.22,17:00,20:00
L535,46.74834,-82.624294,FALSE,16,Herbs,5,10,06/08/2025,06/13/2025,Box,A,Keep Upright,0.2,12:00,17:00
L536,40.993036,-88.152161,FALSE,11,Fruit,4,8,06/05/2025,06/12/2025,Box,A,Keep Upright,0.92,12:00,17:00
L537,41.619289,-87.144177,FALSE,22,Herbs,5,10,06/07/2025,06/12/2025,Crate,B,Keep Upright,0.1,12:00,17:00
L538,38.711104,-90.856606,FALSE,17,Meat,-2,0,06/08/2025,06/12/2025,Crate,C,None,0.11,12:00,17:00
L539,46.989974,-87.164437,FALSE,17,Leafy,1,7,06/07/2025,06/12/2025,Crate,A,None,0.15,12:00,17:00
L540,46.291474,-85.889127,FALSE,15,Fruit,4,8,06/06/2025,06/09/2025,Crate,A,None,0.83,08:00,12:00
L541,40.361937,-85.909213,FALSE,5,Meat,-2,0,06/07/2025,06/14/2025,Pallet,B,None,0.86,17:00,20:00
L542,44.217651,-86.959427,FALSE,5,Meat,-2,0,06/06/2025,06/08/2025,Box,C,None,0.48,12:00,17:00
L543,45.957444,-84.050936,FALSE,2,Leafy,1,7,06/07/2025,06/11/2025,Pallet,A,Fragile,0.54,12:00,17:00
L544,49.643587,-88.219294,FALSE,2,Leafy,1,7,06/07/2025,06/11/2025,Box,A,Fragile,0.11,08:00,12:00
L545,43.014932,-92.589357,FALSE,6,Leafy,1,7,06/08/2025,06/13/2025,Crate,A,Keep Upright,0.24,08:00,12:00
L546,43.222849,-87.329234,FALSE,12,Fruit,4,8,06/06/2025,06/12/2025,Pallet,B,None,0.47,08:00,12:00
L547,41.365197,-85.895243,FALSE,3,Dairy,0,4,06/08/2025,06/12/2025,Box,B,Fragile,0.78,08:00,12:00
L548,47.954424,-93.531146,FALSE,20,Dairy,0,4,06/05/2025,06/08/2025,Pallet,C,None,0.54,17:00,20:00
L549,42.366173,-93.098002,FALSE,24,Fruit,4,8,06/05/2025,06/08/2025,Crate,A,Keep Upright,1.0,12:00,17:00
L550,44.942211,-82.288875,FALSE,2,Dairy,0,4,06/06/2025,06/11/2025,Box,A,None,0.39,08:00,12:00
L551,48.768333,-92.640963,FALSE,13,Herbs,5,10,06/05/2025,06/12/2025,Crate,B,Fragile,0.17,12:00,17:00
L552,49.018959,-89.121174,FALSE,4,Dairy,0,4,06/06/2025,06/11/2025,Pallet,A,Keep Upright,0.41,17:00,20:00
L553,44.686632,-88.633338,FALSE,8,Leafy,1,7,06/06/2025,06/09/2025,Crate,A,Keep Upright,0.63,17:00,20:00
L554,45.132409,-86.311122,FALSE,4,Meat,-2,0,06/05/2025,06/10/2025,Box,A,Keep Upright,0.32,17:00,20:00
L555,40.152351,-87.504633,FALSE,21,Meat,-2,0,06/07/2025,06/14/2025,Pallet,B,Keep Upright,0.37,12:00,17:00
L556,42.157326,-95.020525,FALSE,14,Herbs,5,10,06/08/2025,06/15/2025,Crate,C,None,0.97,12:00,17:00
L557,47.584283,-86.748409,FALSE,6,Dairy,0,4,06/08/2025,06/11/2025,Box,B,Fragile,0.03,12:00,17:00
L558,40.815499,-85.272671,TRUE,21,Leafy,1,7,06/06/2025,06/08/2025,Crate,B,Fragile,0.97,08:00,12:00
L559,45.548075,-94.20658,FALSE,16,Fruit,4,8,06/05/2025,06/12/2025,Box,B,Keep Upright,0.04,12:00,17:00
L560,48.893334,-86.306308,FALSE,13,Meat,-2,0,06/05/2025,06/12/2025,Box,A,None,0.26,08:00,12:00
L561,41.592986,-96.107887,FALSE,22,Fruit,4,8,06/07/2025,06/14/2025,Box,B,Keep Upright,0.23,12:00,17:00
L562,48.397967,-95.051338,FALSE,20,Dairy,0,4,06/05/2025,06/11/2025,Crate,B,Keep Upright,0.18,08:00,12:00
L563,46.809433,-83.235922,FALSE,23,Dairy,0,4,06/06/2025,06/13/2025,Pallet,B,Fragile,0.52,12:00,17:00
L564,47.154879,-91.066062,FALSE,3,Meat,-2,0,06/07/2025,06/14/2025,Crate,C,None,0.89,08:00,12:00
L565,41.834772,-89.368887,FALSE,3,Fruit,4,8,06/08/2025,06/13/2025,Pallet,A,None,0.66,08:00,12:00
L566,42.915693,-88.508794,FALSE,23,Meat,-2,0,06/06/2025,06/10/2025,Box,B,None,0.56,17:00,20:00
L567,43.754665,-89.402048,FALSE,1,Herbs,5,10,06/05/2025,06/09/2025,Box,C,Fragile,0.82,12:00,17:00
L568,48.935395,-92.084424,FALSE,9,Fruit,4,8,06/06/2025,06/13/2025,Crate,B,None,0.78,17:00,20:00
L569,38.774327,-87.506522,FALSE,11,Leafy,1,7,06/05/2025,06/12/2025,Pallet,A,None,0.85,12:00,17:00
L570,44.06758,-82.898641,FALSE,6,Fruit,4,8,06/05/2025,06/08/2025,Box,A,None,0.19,17:00,20:00
L571,40.237316,-85.162524,FALSE,1,Leafy,1,7,06/05/2025,06/12/2025,Box,C,Keep Upright,0.19,08:00,12:00
L572,40.800901,-90.129556,FALSE,1,Dairy,0,4,06/08/2025,06/15/2025,Pallet,A,Keep Upright,0.14,12:00,17:00
L573,44.077956,-88.532975,FALSE,4,Leafy,1,7,06/06/2025,06/13/2025,Box,A,Fragile,0.27,12:00,17:00
L574,41.017827,-90.650535,FALSE,2,Herbs,5,10,06/06/2025,06/11/2025,Pallet,C,Keep Upright,0.71,08:00,12:00
L575,45.275787,-96.6783,FALSE,20,Dairy,0,4,06/05/2025,06/08/2025,Box,B,Keep Upright,0.16,12:00,17:00
L576,47.648966,-82.808852,FALSE,1,Leafy,1,7,06/06/2025,06/09/2025,Pallet,C,Keep Upright,0.24,08:00,12:00
L577,44.312322,-90.19005,FALSE,24,Leafy,1,7,06/06/2025,06/10/2025,Crate,A,Fragile,0.9,08:00,12:00
L578,44.94411,-90.133758,FALSE,2,Meat,-2,0,06/07/2025,06/11/2025,Pallet,A,Fragile,0.29,12:00,17:00
L579,46.147751,-82.694263,FALSE,25,Meat,-2,0,06/05/2025,06/08/2025,Box,A,Fragile,0.75,08:00,12:00
L580,43.725968,-81.21861,TRUE,8,Fruit,4,8,06/05/2025,06/10/2025,Box,B,None,0.97,17:00,20:00
L581,41.505486,-93.297302,FALSE,9,Meat,-2,0,06/07/2025,06/13/2025,Pallet,A,None,0.22,17:00,20:00
L582,49.552873,-89.964742,FALSE,13,Meat,-2,0,06/08/2025,06/12/2025,Pallet,A,Fragile,0.22,08:00,12:00
L583,48.255688,-84.830814,FALSE,16,Leafy,1,7,06/07/2025,06/13/2025,Crate,B,None,0.52,12:00,17:00
L584,49.076435,-89.315868,FALSE,8,Leafy,1,7,06/07/2025,06/09/2025,Crate,A,Keep Upright,0.55,08:00,12:00
L585,46.310808,-86.852497,FALSE,17,Fruit,4,8,06/07/2025,06/11/2025,Box,A,None,0.17,08:00,12:00
L586,43.935879,-86.887911,FALSE,8,Dairy,0,4,06/05/2025,06/07/2025,Box,B,None,0.96,08:00,12:00
L587,46.734429,-94.322472,FALSE,18,Herbs,5,10,06/07/2025,06/11/2025,Box,B,Keep Upright,0.92,17:00,20:00
L588,45.175458,-86.591551,FALSE,8,Fruit,4,8,06/08/2025,06/15/2025,Pallet,C,Keep Upright,0.37,17:00,20:00
L589,42.951892,-93.384541,FALSE,10,Dairy,0,4,06/07/2025,06/14/2025,Box,C,None,0.59,12:00,17:00
L590,41.961671,-96.278248,FALSE,1,Leafy,1,7,06/07/2025,06/10/2025,Box,C,Fragile,0.24,08:00,12:00
L591,41.549971,-86.849902,FALSE,10,Herbs,5,10,06/08/2025,06/14/2025,Crate,C,Keep Upright,0.97,08:00,12:00
L592,49.063427,-87.073258,FALSE,22,Fruit,4,8,06/06/2025,06/12/2025,Crate,A,Fragile,0.54,17:00,20:00
L593,42.07941,-85.676222,FALSE,17,Meat,-2,0,06/07/2025,06/10/2025,Pallet,B,Keep Upright,0.69,17:00,20:00
L594,44.080616,-96.454754,FALSE,3,Fruit,4,8,06/05/2025,06/12/2025,Pallet,A,None,0.52,08:00,12:00
L595,43.565337,-85.756009,FALSE,22,Fruit,4,8,06/06/2025,06/11/2025,Box,A,Keep Upright,0.87,12:00,17:00
L596,44.45187,-87.94059,FALSE,9,Herbs,5,10,06/06/2025,06/13/2025,Pallet,A,None,0.47,12:00,17:00
L597,47.587126,-95.334562,FALSE,12,Dairy,0,4,06/08/2025,06/14/2025,Box,C,None,0.49,17:00,20:00
L598,43.791805,-85.960216,FALSE,9,Dairy,0,4,06/05/2025,06/07/2025,Box,A,Fragile,0.78,17:00,20:00
L599,40.400192,-84.367483,FALSE,5,Leafy,1,7,06/07/2025,06/12/2025,Pallet,C,None,0.84,12:00,17:00
L600,47.101422,-94.640035,FALSE,14,Meat,-2,0,06/07/2025,06/12/2025,Pallet,C,Fragile,0.37,17:00,20:00
L601,44.786566,-88.054594,FALSE,3,Fruit,4,8,06/08/2025,06/11/2025,Box,A,Fragile,0.89,08:00,12:00
L602,39.619008,-85.508327,FALSE,10,Dairy,0,4,06/07/2025,06/10/2025,Crate,B,None,0.15,17:00,20:00
L603,42.725081,-95.973052,FALSE,12,Dairy,0,4,06/08/2025,06/13/2025,Crate,B,Fragile,0.36,12:00,17:00
L604,44.894896,-85.385955,FALSE,21,Herbs,5,10,06/06/2025,06/08/2025,Pallet,A,Keep Upright,0.3,12:00,17:00
L605,42.832866,-92.361473,FALSE,22,Leafy,1,7,06/05/2025,06/10/2025,Box,C,Fragile,0.97,17:00,20:00
L606,45.512996,-94.411834,FALSE,12,Fruit,4,8,06/08/2025,06/11/2025,Crate,C,Fragile,0.38,17:00,20:00
L607,43.279495,-82.47872,FALSE,18,Leafy,1,7,06/05/2025,06/12/2025,Crate,C,Fragile,0.14,08:00,12:00
L608,49.286004,-89.159888,FALSE,20,Fruit,4,8,06/05/2025,06/07/2025,Crate,A,Fragile,0.43,17:00,20:00
L609,45.326711,-88.426851,FALSE,13,Leafy,1,7,06/08/2025,06/13/2025,Pallet,A,None,0.96,12:00,17:00
L610,46.714228,-89.009937,FALSE,15,Fruit,4,8,06/07/2025,06/12/2025,Pallet,C,Fragile,0.48,08:00,12:00
L611,44.019946,-91.966747,TRUE,10,Fruit,4,8,06/08/2025,06/12/2025,Box,A,Fragile,0.07,17:00,20:00
L612,46.102796,-85.083669,FALSE,5,Dairy,0,4,06/08/2025,06/11/2025,Pallet,A,Keep Upright,0.86,17:00,20:00
L613,43.934891,-95.160996,FALSE,19,Meat,-2,0,06/07/2025,06/11/2025,Crate,B,Keep Upright,0.62,17:00,20:00
L614,45.302035,-85.772005,FALSE,15,Leafy,1,7,06/06/2025,06/13/2025,Box,C,Keep Upright,0.34,17:00,20:00
L615,42.998769,-83.579139,FALSE,8,Meat,-2,0,06/08/2025,06/11/2025,Crate,B,Fragile,0.3,08:00,12:00
L616,44.828574,-95.144283,FALSE,25,Leafy,1,7,06/07/2025,06/13/2025,Pallet,A,Fragile,0.32,08:00,12:00
L617,45.727704,-86.08918,TRUE,2,Fruit,4,8,06/08/2025,06/13/2025,Pallet,A,Keep Upright,0.7,12:00,17:00
L618,41.863199,-95.85586,FALSE,4,Fruit,4,8,06/07/2025,06/11/2025,Box,C,Keep Upright,0.61,12:00,17:00
L619,46.044533,-84.716635,FALSE,15,Leafy,1,7,06/05/2025,06/07/2025,Pallet,C,Fragile,0.33,08:00,12:00
L620,47.09927,-82.723433,FALSE,16,Dairy,0,4,06/08/2025,06/10/2025,Box,B,Fragile,0.0,17:00,20:00
